Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,9.720000267028809,9.9399995803833,9.65999984741211,9.8100004196167,9.8100004196167,338300
2023-10-17,9.720000267028809,10.279999732971191,9.720000267028809,9.880000114440918,9.880000114440918,396300
2023-10-18,9.680000305175781,9.680000305175781,9.199999809265137,9.210000038146973,9.210000038146973,517200
2023-10-19,9.1899995803833,9.380000114440918,9.119999885559082,9.210000038146973,9.210000038146973,377000
2023-10-20,9.15999984741211,9.289999961853027,8.760000228881836,8.800000190734863,8.800000190734863,503300
2023-10-23,8.680000305175781,8.819999694824219,8.515000343322754,8.609999656677246,8.609999656677246,2543900
2023-10-24,8.720000267028809,8.90999984741211,8.550000190734863,8.649999618530273,8.649999618530273,586900
2023-10-25,8.489999771118164,8.510000228881836,8.119999885559082,8.130000114440918,8.130000114440918,1591400
2023-10-26,8.119999885559082,8.649999618530273,7.800000190734863,8.640000343322754,8.640000343322754,699400
2023-10-27,8.75,8.949999809265137,8.5600004196167,8.649999618530273,8.649999618530273,390200
2023-10-30,8.829999923706055,8.979999542236328,8.609999656677246,8.970000267028809,8.970000267028809,397600
2023-10-31,8.90999984741211,9.34000015258789,8.84000015258789,9.119999885559082,9.119999885559082,393500
2023-11-01,8.770000457763672,8.932000160217285,7.28000020980835,7.769999980926514,7.769999980926514,1302900
2023-11-02,7.840000152587891,8.180000305175781,7.369999885559082,8.15999984741211,8.15999984741211,770800
2023-11-03,8.649999618530273,9.850000381469727,8.609999656677246,9.319999694824219,9.319999694824219,1292700
2023-11-06,9.270000457763672,9.75,8.699999809265137,8.800000190734863,8.800000190734863,899500
2023-11-07,8.729999542236328,9.069999694824219,8.529999732971191,8.960000038146973,8.960000038146973,691200
2023-11-08,9.8100004196167,10.199999809265137,9.680000305175781,10.0,10.0,1285500
2023-11-09,10.109999656677246,10.159000396728516,9.699999809265137,9.829999923706055,9.829999923706055,802300
2023-11-10,9.8100004196167,10.100000381469727,9.539999961853027,10.0600004196167,10.0600004196167,901300
