Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,46.77000045776367,48.220001220703125,46.529998779296875,48.09000015258789,48.09000015258789,170400
2023-10-17,47.86000061035156,51.040000915527344,47.54999923706055,51.0,51.0,322400
2023-10-18,50.779998779296875,51.66999816894531,50.36000061035156,51.099998474121094,51.099998474121094,220600
2023-10-19,51.15999984741211,52.470001220703125,50.9900016784668,51.40999984741211,51.40999984741211,271400
2023-10-20,51.59000015258789,51.68000030517578,50.7400016784668,51.0,51.0,216200
2023-10-23,50.4900016784668,51.27000045776367,50.119998931884766,50.13999938964844,50.13999938964844,201700
2023-10-24,50.619998931884766,50.65999984741211,48.97999954223633,49.36000061035156,49.36000061035156,167100
2023-10-25,49.040000915527344,49.689998626708984,48.689998626708984,49.220001220703125,49.220001220703125,148400
2023-10-26,49.43000030517578,49.5,48.47999954223633,48.90999984741211,48.90999984741211,152200
2023-10-27,49.09000015258789,49.7400016784668,48.31999969482422,48.849998474121094,48.849998474121094,135400
2023-10-30,49.380001068115234,49.95000076293945,48.75,49.439998626708984,49.439998626708984,177500
2023-10-31,49.709999084472656,50.4900016784668,48.849998474121094,49.290000915527344,49.290000915527344,294500
2023-11-01,53.2599983215332,53.2599983215332,43.5,44.400001525878906,44.400001525878906,649300
2023-11-02,45.119998931884766,46.15999984741211,43.38999938964844,44.68000030517578,44.68000030517578,454200
2023-11-03,45.060001373291016,47.15999984741211,44.91999816894531,45.52000045776367,45.52000045776367,257000
2023-11-06,45.40999984741211,45.77000045776367,44.779998779296875,45.040000915527344,45.040000915527344,214400
2023-11-07,44.869998931884766,44.869998931884766,43.029998779296875,43.599998474121094,43.599998474121094,268200
2023-11-08,44.43000030517578,45.20000076293945,42.970001220703125,43.77000045776367,43.77000045776367,271000
2023-11-09,44.119998931884766,44.27000045776367,42.75,43.08000183105469,43.08000183105469,252300
2023-11-10,42.599998474121094,42.970001220703125,42.0,42.54999923706055,42.54999923706055,238500
