Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,10.239999771118164,10.399999618530273,10.239999771118164,10.359999656677246,10.161150932312012,475600
2023-10-17,10.489999771118164,10.640000343322754,10.329999923706055,10.510000228881836,10.308272361755371,619600
2023-10-18,10.420000076293945,10.430000305175781,10.220000267028809,10.229999542236328,10.033645629882812,491100
2023-10-19,10.260000228881836,10.369999885559082,10.069999694824219,10.079999923706055,9.88652515411377,545200
2023-10-20,10.149999618530273,10.149999618530273,9.800000190734863,9.8100004196167,9.621707916259766,807900
2023-10-23,9.8100004196167,10.380000114440918,9.8100004196167,10.270000457763672,10.07287883758545,737900
2023-10-24,10.380000114440918,10.5600004196167,10.25,10.350000381469727,10.15134334564209,667800
2023-10-25,10.270000457763672,10.449999809265137,10.199999809265137,10.40999984741211,10.21019172668457,676800
2023-10-26,10.4399995803833,10.6899995803833,10.4399995803833,10.569999694824219,10.367120742797852,615800
2023-10-27,10.550000190734863,10.569999694824219,10.25,10.420000076293945,10.219999313354492,612400
2023-10-30,10.529999732971191,10.59000015258789,10.420000076293945,10.479999542236328,10.278847694396973,428300
2023-10-31,10.479999542236328,10.539999961853027,10.34000015258789,10.420000076293945,10.219999313354492,499100
2023-11-01,10.199999809265137,10.3100004196167,10.09000015258789,10.260000228881836,10.260000228881836,444900
2023-11-02,10.350000381469727,10.710000038146973,10.350000381469727,10.699999809265137,10.699999809265137,530100
2023-11-03,10.970000267028809,11.130000114440918,10.960000038146973,11.020000457763672,11.020000457763672,704500
2023-11-06,10.979999542236328,11.0600004196167,10.920000076293945,11.0,11.0,553100
2023-11-07,10.960000038146973,10.989999771118164,10.84000015258789,10.899999618530273,10.899999618530273,394300
2023-11-08,10.930000305175781,11.029999732971191,10.75,10.800000190734863,10.800000190734863,452500
2023-11-09,10.819999694824219,10.84000015258789,10.550000190734863,10.630000114440918,10.630000114440918,389200
2023-11-10,10.6899995803833,10.789999961853027,10.59000015258789,10.640000343322754,10.640000343322754,528300
