Date,Open,High,Low,Close,Adj Close,Volume
2023-06-30,46.88999938964844,46.970001220703125,45.790000915527344,45.97999954223633,45.97999954223633,139200
2023-07-03,45.97999954223633,46.689998626708984,45.470001220703125,46.2599983215332,46.2599983215332,67800
2023-07-05,45.900001525878906,46.56999969482422,45.040000915527344,45.310001373291016,45.310001373291016,131500
2023-07-06,44.93000030517578,44.93000030517578,43.400001525878906,44.279998779296875,44.279998779296875,207600
2023-07-07,44.27000045776367,45.650001525878906,44.189998626708984,44.72999954223633,44.72999954223633,119500
2023-07-10,44.619998931884766,46.47999954223633,44.619998931884766,46.40999984741211,46.40999984741211,241400
2023-07-11,46.70000076293945,47.84000015258789,46.560001373291016,47.5,47.5,159800
2023-07-12,48.02000045776367,48.5,47.0,48.08000183105469,48.08000183105469,171100
2023-07-13,48.4900016784668,50.47999954223633,48.31999969482422,50.16999816894531,50.16999816894531,266000
2023-07-14,49.9900016784668,50.54999923706055,49.0,49.619998931884766,49.619998931884766,160000
2023-07-17,49.45000076293945,51.650001525878906,49.31999969482422,51.279998779296875,51.279998779296875,207000
2023-07-18,51.630001068115234,55.119998931884766,51.2400016784668,54.529998779296875,54.529998779296875,451500
2023-07-19,54.61000061035156,56.20000076293945,54.11000061035156,56.08000183105469,56.08000183105469,348800
2023-07-20,55.880001068115234,56.84000015258789,55.38999938964844,56.400001525878906,56.400001525878906,360800
2023-07-21,56.84000015258789,57.0,55.810001373291016,56.400001525878906,56.400001525878906,352500
2023-07-24,56.5,59.5099983215332,56.380001068115234,58.540000915527344,58.540000915527344,227400
2023-07-25,58.45000076293945,60.310001373291016,57.369998931884766,57.720001220703125,57.720001220703125,318600
2023-07-26,55.9900016784668,59.52000045776367,54.77000045776367,59.130001068115234,59.130001068115234,1626300
2023-07-27,59.95000076293945,60.720001220703125,55.0099983215332,56.15999984741211,56.15999984741211,534100
2023-07-28,57.5099983215332,58.29999923706055,55.02000045776367,55.86000061035156,55.86000061035156,441100
