Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,21.719999313354492,21.940000534057617,21.3700008392334,21.760000228881836,21.760000228881836,687500
2023-10-17,21.6200008392334,22.200000762939453,21.6200008392334,21.90999984741211,21.90999984741211,596900
2023-10-18,21.790000915527344,21.8799991607666,21.520000457763672,21.530000686645508,21.530000686645508,799500
2023-10-19,21.399999618530273,21.59000015258789,21.100000381469727,21.1200008392334,21.1200008392334,1115700
2023-10-20,21.209999084472656,21.3700008392334,20.969999313354492,21.0,21.0,704300
2023-10-23,20.850000381469727,20.969999313354492,20.649999618530273,20.780000686645508,20.780000686645508,809300
2023-10-24,20.8700008392334,21.020000457763672,20.84000015258789,21.0,21.0,380800
2023-10-25,20.889999389648438,20.940000534057617,20.639999389648438,20.649999618530273,20.649999618530273,609100
2023-10-26,20.809999465942383,21.079999923706055,20.770000457763672,20.959999084472656,20.959999084472656,596900
2023-10-27,20.93000030517578,21.059999465942383,20.530000686645508,20.610000610351562,20.610000610351562,644700
2023-10-30,20.760000228881836,20.860000610351562,20.510000228881836,20.799999237060547,20.799999237060547,932400
2023-10-31,20.950000762939453,21.309999465942383,20.889999389648438,21.299999237060547,21.299999237060547,1015500
2023-11-01,21.280000686645508,21.93000030517578,21.25,21.93000030517578,21.93000030517578,1038100
2023-11-02,21.719999313354492,22.360000610351562,21.459999084472656,22.329999923706055,22.329999923706055,1078300
2023-11-03,22.809999465942383,22.829999923706055,22.299999237060547,22.31999969482422,22.31999969482422,747400
2023-11-06,22.15999984741211,22.15999984741211,21.770000457763672,22.06999969482422,22.06999969482422,625300
2023-11-07,22.209999084472656,22.5,21.68000030517578,21.760000228881836,21.760000228881836,461700
2023-11-08,21.739999771118164,22.06999969482422,21.700000762939453,22.030000686645508,22.030000686645508,367800
2023-11-09,22.170000076293945,22.18000030517578,21.719999313354492,21.829999923706055,21.829999923706055,792600
2023-11-10,21.889999389648438,21.899999618530273,21.670000076293945,21.8700008392334,21.8700008392334,378700
