Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2023-06-05,88.80999755859375,89.70999908447266,87.0,87.20999908447266,87.20999908447266,331000,CNXC
2023-06-06,86.94999694824219,93.43000030517578,86.92500305175781,91.80000305175781,91.80000305175781,489100,CNXC
2023-06-07,92.45999908447266,92.55500030517578,84.8499984741211,85.6500015258789,85.6500015258789,964900,CNXC
2023-06-08,85.4800033569336,86.05000305175781,82.94000244140625,83.33000183105469,83.33000183105469,467500,CNXC
2023-06-09,83.22000122070312,85.69999694824219,82.72000122070312,83.44000244140625,83.44000244140625,400600,CNXC
2023-06-12,83.5999984741211,84.86000061035156,83.3499984741211,83.79000091552734,83.79000091552734,310600,CNXC
2023-06-13,84.27999877929688,86.37999725341797,83.93000030517578,85.44999694824219,85.44999694824219,627500,CNXC
2023-06-14,86.12999725341797,87.25,83.80999755859375,83.9800033569336,83.9800033569336,385400,CNXC
2023-06-15,84.69999694824219,84.69999694824219,82.31999969482422,83.66000366210938,83.66000366210938,431700,CNXC
2023-06-16,83.66000366210938,84.95999908447266,82.13999938964844,83.06999969482422,83.06999969482422,1117400,CNXC
2023-06-20,82.5,85.76499938964844,82.1500015258789,85.04000091552734,85.04000091552734,550400,CNXC
2023-06-21,84.3499984741211,84.47000122070312,81.77400207519531,81.98999786376953,81.98999786376953,428600,CNXC
2023-06-22,81.75,81.93000030517578,80.44000244140625,81.5,81.5,380700,CNXC
2023-06-23,80.5,82.08000183105469,79.37000274658203,81.58999633789062,81.58999633789062,649800,CNXC
2023-06-26,81.5,84.41000366210938,81.37000274658203,82.98999786376953,82.98999786376953,560200,CNXC
2023-06-27,83.05999755859375,84.0,80.83000183105469,83.7300033569336,83.7300033569336,413900,CNXC
2023-06-28,83.73999786376953,85.70999908447266,82.80000305175781,83.4800033569336,83.4800033569336,658800,CNXC
2023-06-29,79.48999786376953,82.05000305175781,76.25,80.79000091552734,80.79000091552734,1963800,CNXC
2023-06-30,81.52999877929688,83.88999938964844,79.3550033569336,80.75,80.75,657200,CNXC
2023-07-03,80.87999725341797,84.58999633789062,80.87999725341797,83.12999725341797,83.12999725341797,303500,CNXC
2023-07-05,82.58000183105469,84.0,81.0199966430664,82.13999938964844,82.13999938964844,494900,CNXC
2023-07-06,80.68000030517578,81.98999786376953,78.7699966430664,80.12999725341797,80.12999725341797,610900,CNXC
2023-07-07,80.4000015258789,83.3949966430664,80.1449966430664,82.9000015258789,82.9000015258789,639800,CNXC
2023-07-10,82.93000030517578,84.81999969482422,82.93000030517578,84.27999877929688,84.27999877929688,475100,CNXC
2023-07-11,84.4800033569336,86.16000366210938,84.1500015258789,85.66000366210938,85.66000366210938,469600,CNXC
2023-07-12,86.79000091552734,86.80500030517578,84.2249984741211,84.94999694824219,84.94999694824219,738200,CNXC
2023-07-13,85.52999877929688,87.94999694824219,85.31999969482422,87.86000061035156,87.86000061035156,437500,CNXC
2023-07-14,87.63999938964844,87.6449966430664,84.74500274658203,86.05999755859375,86.05999755859375,395000,CNXC
2023-07-17,85.9800033569336,86.33000183105469,85.05000305175781,85.4800033569336,85.4800033569336,386600,CNXC
2023-07-18,85.33000183105469,86.5999984741211,83.4000015258789,83.54000091552734,83.54000091552734,495600,CNXC
2023-07-19,83.54000091552734,85.18000030517578,82.79000091552734,83.69000244140625,83.69000244140625,552200,CNXC
2023-07-20,83.98999786376953,84.48999786376953,81.70999908447266,82.38999938964844,82.38999938964844,409200,CNXC
