Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2023-06-06,4.900000095367432,5.0,4.900000095367432,4.949999809265137,4.889680862426758,89900,EPSN
2023-06-07,5.0,5.090000152587891,4.960000038146973,4.96999979019165,4.9094367027282715,135500,EPSN
2023-06-08,4.980000019073486,5.050000190734863,4.900000095367432,5.0,4.9390716552734375,147200,EPSN
2023-06-09,5.050000190734863,5.110000133514404,4.949999809265137,5.079999923706055,5.018096446990967,102700,EPSN
2023-06-12,5.070000171661377,5.159999847412109,5.070000171661377,5.070000171661377,5.008218765258789,129100,EPSN
2023-06-13,5.119999885559082,5.230000019073486,5.070000171661377,5.170000076293945,5.10699987411499,173500,EPSN
2023-06-14,5.179999828338623,5.179999828338623,5.0,5.0,5.0,99900,EPSN
2023-06-15,5.019999980926514,5.170000076293945,5.019999980926514,5.130000114440918,5.130000114440918,55200,EPSN
2023-06-16,5.150000095367432,5.21999979019165,5.079999923706055,5.21999979019165,5.21999979019165,93500,EPSN
2023-06-20,5.289999961853027,5.349999904632568,5.170000076293945,5.21999979019165,5.21999979019165,165400,EPSN
2023-06-21,5.210000038146973,5.300000190734863,5.150000095367432,5.199999809265137,5.199999809265137,78500,EPSN
2023-06-22,5.210000038146973,5.269999980926514,5.150000095367432,5.190000057220459,5.190000057220459,46000,EPSN
2023-06-23,5.179999828338623,5.179999828338623,5.059999942779541,5.119999885559082,5.119999885559082,77500,EPSN
2023-06-26,5.130000114440918,5.289999961853027,5.130000114440918,5.28000020980835,5.28000020980835,62400,EPSN
2023-06-27,5.210000038146973,5.360000133514404,5.190000057220459,5.309999942779541,5.309999942779541,84700,EPSN
2023-06-28,5.360000133514404,5.449999809265137,5.300000190734863,5.329999923706055,5.329999923706055,75500,EPSN
2023-06-29,5.320000171661377,5.380000114440918,5.21999979019165,5.320000171661377,5.320000171661377,43800,EPSN
2023-06-30,5.349999904632568,5.380000114440918,5.269999980926514,5.340000152587891,5.340000152587891,40900,EPSN
2023-07-03,5.409999847412109,5.429999828338623,5.28000020980835,5.389999866485596,5.389999866485596,57000,EPSN
2023-07-05,5.429999828338623,5.489999771118164,5.119999885559082,5.340000152587891,5.340000152587891,165000,EPSN
2023-07-06,5.400000095367432,5.409999847412109,5.0,5.289999961853027,5.289999961853027,976400,EPSN
2023-07-07,5.340000152587891,5.5,5.329999923706055,5.420000076293945,5.420000076293945,51700,EPSN
2023-07-10,5.409999847412109,5.5,5.380000114440918,5.46999979019165,5.46999979019165,37700,EPSN
2023-07-11,5.610000133514404,5.71999979019165,5.539999961853027,5.650000095367432,5.650000095367432,211300,EPSN
2023-07-12,5.829999923706055,5.940000057220459,5.730000019073486,5.860000133514404,5.860000133514404,301200,EPSN
2023-07-13,5.940000057220459,6.059999942779541,5.880000114440918,6.059999942779541,6.059999942779541,202300,EPSN
2023-07-14,6.110000133514404,6.110000133514404,5.610000133514404,5.690000057220459,5.690000057220459,204900,EPSN
2023-07-17,5.75,5.820000171661377,5.610000133514404,5.610000133514404,5.610000133514404,86500,EPSN
2023-07-18,5.659999847412109,5.960000038146973,5.610000133514404,5.960000038146973,5.960000038146973,71600,EPSN
2023-07-19,5.980000019073486,6.039999961853027,5.900000095367432,6.0,6.0,82400,EPSN
2023-07-20,6.039999961853027,6.050000190734863,5.849999904632568,5.889999866485596,5.889999866485596,61000,EPSN
