Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2023-06-22,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,0,CAPIX
2023-06-23,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,CAPIX
2023-06-26,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,CAPIX
2023-06-27,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,CAPIX
2023-06-28,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,CAPIX
2023-06-29,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,CAPIX
2023-06-30,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,CAPIX
2023-07-03,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,CAPIX
2023-07-05,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,CAPIX
2023-07-06,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,CAPIX
2023-07-07,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,CAPIX
2023-07-10,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,CAPIX
2023-07-11,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,CAPIX
2023-07-12,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,CAPIX
2023-07-13,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,CAPIX
2023-07-14,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,0,CAPIX
2023-07-17,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,0,CAPIX
2023-07-18,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,0,CAPIX
2023-07-19,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,0,CAPIX
2023-07-20,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,10.06999969482422,0,CAPIX
